metric,value,bestValue,repo
security_remediation_effort,0,True,inertia
sqale_index,20529,False,inertia
sqale_rating,1.0,True,inertia
duplicated_lines_density,5.5,False,lemlab
reliability_rating,3.0,False,lemlab
reliability_remediation_effort,50,False,lemlab
security_rating,1.0,True,lemlab
security_remediation_effort,0,True,lemlab
sqale_index,2162,False,lemlab
sqale_rating,1.0,True,lemlab
duplicated_lines_density,2.2,False,matpower
reliability_rating,1.0,True,matpower
reliability_remediation_effort,0,True,matpower
security_rating,1.0,True,matpower
security_remediation_effort,0,True,matpower
sqale_index,230,False,matpower
sqale_rating,1.0,True,matpower
duplicated_lines_density,0.0,True,medea
reliability_rating,1.0,True,medea
reliability_remediation_effort,0,True,medea
security_rating,1.0,True,medea
security_remediation_effort,0,True,medea
sqale_index,75,False,medea
sqale_rating,1.0,True,medea
duplicated_lines_density,10.3,False,mesmo
reliability_rating,5.0,False,mesmo
reliability_remediation_effort,939,False,mesmo
security_rating,1.0,True,mesmo
security_remediation_effort,0,True,mesmo
sqale_index,3918,False,mesmo
sqale_rating,1.0,True,mesmo
duplicated_lines_density,0.0,True,minpower
reliability_rating,3.0,False,minpower
reliability_remediation_effort,65,False,minpower
security_rating,1.0,True,minpower
security_remediation_effort,0,True,minpower
sqale_index,1662,False,minpower
sqale_rating,1.0,True,minpower
duplicated_lines_density,4.0,False,mosaik
reliability_rating,4.0,False,mosaik
reliability_remediation_effort,77,False,mosaik
security_rating,1.0,True,mosaik
security_remediation_effort,0,True,mosaik
sqale_index,265,False,mosaik
sqale_rating,1.0,True,mosaik
duplicated_lines_density,2.1,False,multi-vector-simulator
reliability_rating,5.0,False,multi-vector-simulator
reliability_remediation_effort,157,False,multi-vector-simulator
security_rating,1.0,True,multi-vector-simulator
security_remediation_effort,0,True,multi-vector-simulator
sqale_index,2981,False,multi-vector-simulator
sqale_rating,1.0,True,multi-vector-simulator
duplicated_lines_density,12.3,False,nempy
reliability_rating,5.0,False,nempy
reliability_remediation_effort,184,False,nempy
security_rating,1.0,True,nempy
security_remediation_effort,0,True,nempy
sqale_index,1899,False,nempy
sqale_rating,1.0,True,nempy
duplicated_lines_density,0.5,False,node
reliability_rating,5.0,False,node
reliability_remediation_effort,942,False,node
security_rating,5.0,False,node
security_remediation_effort,50,False,node
sqale_index,50677,False,node
sqale_rating,1.0,True,node
duplicated_lines_density,20.0,False,oemof-solph
reliability_rating,5.0,False,oemof-solph
reliability_remediation_effort,110,False,oemof-solph
security_rating,1.0,True,oemof-solph
security_remediation_effort,0,True,oemof-solph
sqale_index,3235,False,oemof-solph
sqale_rating,1.0,True,oemof-solph
duplicated_lines_density,16.0,False,oemof-thermal
reliability_rating,3.0,False,oemof-thermal
reliability_remediation_effort,35,False,oemof-thermal
security_rating,1.0,True,oemof-thermal
security_remediation_effort,0,True,oemof-thermal
sqale_index,430,False,oemof-thermal
sqale_rating,1.0,True,oemof-thermal
duplicated_lines_density,68.9,False,omegalpes
reliability_rating,4.0,False,omegalpes
reliability_remediation_effort,77,False,omegalpes
security_rating,1.0,True,omegalpes
security_remediation_effort,0,True,omegalpes
sqale_index,4699,False,omegalpes
sqale_rating,1.0,True,omegalpes
duplicated_lines_density,1.0,False,omf
reliability_rating,5.0,False,omf
reliability_remediation_effort,3138,False,omf
security_rating,5.0,False,omf
security_remediation_effort,1710,False,omf
sqale_index,92844,False,omf
sqale_rating,1.0,True,omf
duplicated_lines_density,0.0,True,openCEM
reliability_rating,5.0,False,openCEM
reliability_remediation_effort,55,False,openCEM
security_rating,1.0,True,openCEM
security_remediation_effort,0,True,openCEM
sqale_index,666,False,openCEM
sqale_rating,1.0,True,openCEM
duplicated_lines_density,7.4,False,openMASTER
reliability_rating,3.0,False,openMASTER
reliability_remediation_effort,125,False,openMASTER
security_rating,1.0,True,openMASTER
security_remediation_effort,0,True,openMASTER
sqale_index,3665,False,openMASTER
sqale_rating,1.0,True,openMASTER
duplicated_lines_density,0.0,True,openSDUC
reliability_rating,3.0,False,openSDUC
reliability_remediation_effort,15,False,openSDUC
security_rating,1.0,True,openSDUC
security_remediation_effort,0,True,openSDUC
sqale_index,490,False,openSDUC
sqale_rating,1.0,True,openSDUC
duplicated_lines_density,5.5,False,openTEPES
reliability_rating,3.0,False,openTEPES
reliability_remediation_effort,547,False,openTEPES
security_rating,1.0,True,openTEPES
security_remediation_effort,0,True,openTEPES
sqale_index,7747,False,openTEPES
sqale_rating,1.0,True,openTEPES
duplicated_lines_density,0.4,False,pandapower
reliability_rating,5.0,False,pandapower
reliability_remediation_effort,1167,False,pandapower
security_rating,1.0,True,pandapower
security_remediation_effort,0,True,pandapower
sqale_index,22838,False,pandapower
sqale_rating,1.0,True,pandapower
duplicated_lines_density,0.5,False,powergama
reliability_rating,5.0,False,powergama
reliability_remediation_effort,103,False,powergama
security_rating,1.0,True,powergama
security_remediation_effort,0,True,powergama
sqale_index,5327,False,powergama
sqale_rating,1.0,True,powergama
reliability_rating,1.0,True,powermatcher
reliability_remediation_effort,0,True,powermatcher
security_rating,1.0,True,powermatcher
security_remediation_effort,0,True,powermatcher
sqale_index,0,True,powermatcher
sqale_rating,1.0,True,powermatcher
duplicated_lines_density,0.2,False,powsybl-open-loadflow
reliability_rating,1.0,True,powsybl-open-loadflow
reliability_remediation_effort,0,True,powsybl-open-loadflow
security_rating,1.0,True,powsybl-open-loadflow
security_remediation_effort,0,True,powsybl-open-loadflow
sqale_index,9581,False,powsybl-open-loadflow
sqale_rating,1.0,True,powsybl-open-loadflow
duplicated_lines_density,0.6,False,psst
reliability_rating,5.0,False,psst
reliability_remediation_effort,74,False,psst
security_rating,1.0,True,psst
security_remediation_effort,0,True,psst
sqale_index,1459,False,psst
sqale_rating,1.0,True,psst
duplicated_lines_density,0.0,True,pyMicrogridControl
reliability_rating,1.0,True,pyMicrogridControl
reliability_remediation_effort,0,True,pyMicrogridControl
security_rating,1.0,True,pyMicrogridControl
security_remediation_effort,0,True,pyMicrogridControl
sqale_index,35,False,pyMicrogridControl
sqale_rating,1.0,True,pyMicrogridControl
duplicated_lines_density,27.8,False,pycity_scheduling
reliability_rating,5.0,False,pycity_scheduling
reliability_remediation_effort,461,False,pycity_scheduling
security_rating,1.0,True,pycity_scheduling
security_remediation_effort,0,True,pycity_scheduling
sqale_index,5634,False,pycity_scheduling
sqale_rating,1.0,True,pycity_scheduling
duplicated_lines_density,0.0,True,pymarket
reliability_rating,2.0,False,pymarket
reliability_remediation_effort,5,False,pymarket
security_rating,1.0,True,pymarket
security_remediation_effort,0,True,pymarket
sqale_index,373,False,pymarket
sqale_rating,1.0,True,pymarket
duplicated_lines_density,0.0,True,pymfm
reliability_rating,1.0,True,pymfm
reliability_remediation_effort,0,True,pymfm
security_rating,3.0,False,pymfm
security_remediation_effort,60,False,pymfm
sqale_index,281,False,pymfm
sqale_rating,1.0,True,pymfm
duplicated_lines_density,17.0,False,pypownet
reliability_rating,3.0,False,pypownet
reliability_remediation_effort,48,False,pypownet
security_rating,1.0,True,pypownet
security_remediation_effort,0,True,pypownet
sqale_index,1931,False,pypownet
sqale_rating,1.0,True,pypownet
duplicated_lines_density,28.5,False,pysam
reliability_rating,5.0,False,pysam
reliability_remediation_effort,135,False,pysam
security_rating,1.0,True,pysam
security_remediation_effort,0,True,pysam
sqale_index,7875,False,pysam
sqale_rating,1.0,True,pysam
duplicated_lines_density,0.8,False,python-ehub
reliability_rating,3.0,False,python-ehub
reliability_remediation_effort,195,False,python-ehub
security_rating,1.0,True,python-ehub
security_remediation_effort,0,True,python-ehub
sqale_index,788,False,python-ehub
sqale_rating,1.0,True,python-ehub
duplicated_lines_density,1.8,False,python-microgrid
reliability_rating,5.0,False,python-microgrid
reliability_remediation_effort,82,False,python-microgrid
security_rating,1.0,True,python-microgrid
security_remediation_effort,0,True,python-microgrid
sqale_index,1653,False,python-microgrid
sqale_rating,1.0,True,python-microgrid
duplicated_lines_density,10.1,False,resolve
reliability_rating,4.0,False,resolve
reliability_remediation_effort,1381,False,resolve
security_rating,1.0,True,resolve
security_remediation_effort,0,True,resolve
sqale_index,3844,False,resolve
sqale_rating,1.0,True,resolve
duplicated_lines_density,8.2,False,rivus
reliability_rating,5.0,False,rivus
reliability_remediation_effort,51,False,rivus
security_rating,1.0,True,rivus
security_remediation_effort,0,True,rivus
sqale_index,955,False,rivus
sqale_rating,1.0,True,rivus
duplicated_lines_density,4.6,False,silver
reliability_rating,3.0,False,silver
reliability_remediation_effort,35,False,silver
security_rating,1.0,True,silver
security_remediation_effort,0,True,silver
sqale_index,2543,False,silver
sqale_rating,1.0,True,silver
duplicated_lines_density,0.0,True,simona
reliability_rating,1.0,True,simona
reliability_remediation_effort,0,True,simona
security_rating,1.0,True,simona
security_remediation_effort,0,True,simona
sqale_index,247,False,simona
sqale_rating,1.0,True,simona
duplicated_lines_density,0.0,True,smspp-project
reliability_rating,1.0,True,smspp-project
reliability_remediation_effort,0,True,smspp-project
security_rating,1.0,True,smspp-project
security_remediation_effort,0,True,smspp-project
sqale_index,179,False,smspp-project
sqale_rating,3.0,False,smspp-project
duplicated_lines_density,16.9,False,steps
reliability_rating,5.0,False,steps
reliability_remediation_effort,3737,False,steps
security_rating,5.0,False,steps
security_remediation_effort,10,False,steps
sqale_index,224075,False,steps
sqale_rating,1.0,True,steps
duplicated_lines_density,73.4,False,sustaingym
reliability_rating,3.0,False,sustaingym
reliability_remediation_effort,711,False,sustaingym
security_rating,1.0,True,sustaingym
security_remediation_effort,0,True,sustaingym
sqale_index,107642,False,sustaingym
sqale_rating,3.0,False,sustaingym
duplicated_lines_density,14.0,False,switch
reliability_rating,5.0,False,switch
reliability_remediation_effort,177,False,switch
security_rating,1.0,True,switch
security_remediation_effort,0,True,switch
sqale_index,4477,False,switch
sqale_rating,1.0,True,switch
duplicated_lines_density,10.6,False,temoa
reliability_rating,5.0,False,temoa
reliability_remediation_effort,115,False,temoa
security_rating,1.0,True,temoa
security_remediation_effort,0,True,temoa
sqale_index,7873,False,temoa
sqale_rating,1.0,True,temoa
duplicated_lines_density,13.2,False,tesp
reliability_rating,5.0,False,tesp
reliability_remediation_effort,999,False,tesp
security_rating,1.0,True,tesp
security_remediation_effort,0,True,tesp
sqale_index,77701,False,tesp
sqale_rating,1.0,True,tesp
duplicated_lines_density,55.5,False,transient-lib
reliability_rating,1.0,True,transient-lib
reliability_remediation_effort,0,True,transient-lib
security_rating,1.0,True,transient-lib
security_remediation_effort,0,True,transient-lib
sqale_index,30,False,transient-lib
sqale_rating,1.0,True,transient-lib
duplicated_lines_density,3.5,False,urbs
reliability_rating,5.0,False,urbs
reliability_remediation_effort,25,False,urbs
security_rating,1.0,True,urbs
security_remediation_effort,0,True,urbs
sqale_index,944,False,urbs
sqale_rating,1.0,True,urbs
