id,html_url,owner,archived,stargazers_count,forks_count,language,license,created_at,updated_at,commit_stats.dds,commit_stats.total_committers,homepage,last_month_downloads,dependent_repos_count,latest_release_published_at
onsset,https://github.com/KTH-dESA/OnSSET-2016,KTH-dESA,False,24.0,18.0,Python,other,2016-07-26T14:55:55.000Z,2025-01-08T14:15:31.000Z,,,,0.0,0.0,
open,https://github.com/EPGOxford/OPEN,EPGOxford,False,65.0,28.0,Python,apache-2.0,2019-12-02T18:54:17.000Z,2025-08-08T07:44:53.000Z,,,,0.0,0.0,
open_energy_cell_simulation,https://github.com/fabmid/Open-Energy-Cell-Simulation,fabmid,False,5.0,1.0,Python,other,2020-09-03T14:41:48.000Z,2025-06-12T08:05:37.000Z,,,,0.0,0.0,
open_modeling_framework,https://github.com/nreca-bts/omf,nreca-bts,False,121.0,73.0,JavaScript,gpl-2.0,2012-09-17T17:15:57.000Z,2025-09-11T15:07:30.000Z,0.5673228912200029,65.0,https://omf.coop,0.0,0.0,
opencem,https://github.com/openCEMorg/openCEM,openCEMorg,False,19.0,7.0,Python,gpl-3.0,2018-11-13T03:41:55.000Z,2025-05-21T02:21:42.000Z,0.4935483870967742,9.0,,0.0,0.0,2021-06-02
opender,https://github.com/epri-dev/OpenDER,epri-dev,False,66.0,27.0,Python,other,2022-04-26T22:09:28.000Z,2025-08-14T19:37:58.000Z,0.05607476635514019,2.0,,910.0,1.0,2025-04-15
opendss_c,https://github.com/epri-dev/OpenDSS-C,epri-dev,False,4.0,4.0,C++,,2024-07-16T19:17:21.000Z,2025-04-17T01:20:02.000Z,,,,0.0,0.0,
openipsl,https://github.com/OpenIPSL/OpenIPSL,OpenIPSL,False,93.0,59.0,Modelica,bsd-3-clause,2016-04-16T09:09:47.000Z,2025-08-27T08:38:29.000Z,0.6554441260744985,29.0,https://doc.openipsl.org/,0.0,0.0,
openmaster,https://github.com/IIT-EnergySystemModels/openMASTER,IIT-EnergySystemModels,False,1.0,4.0,Python,gpl-3.0,2023-09-11T16:59:12.000Z,2025-06-05T18:43:59.000Z,,,,0.0,0.0,
opensduc,https://github.com/IIT-EnergySystemModels/openSDUC,IIT-EnergySystemModels,False,9.0,3.0,Python,agpl-3.0,2022-10-06T07:18:31.000Z,2025-08-30T14:34:27.000Z,0.15873015873015872,2.0,https://opensduc.readthedocs.io/en/latest/,0.0,0.0,
opentepes,https://github.com/IIT-EnergySystemModels/openTEPES,IIT-EnergySystemModels,False,47.0,25.0,Python,agpl-3.0,2020-07-24T21:11:41.000Z,2025-09-15T08:34:29.000Z,0.4238464679461005,8.0,https://opentepes.readthedocs.io/en/latest/index.html,0.0,0.0,2022-02-09
opentumflex,https://github.com/tum-ewk/OpenTUMFlex,tum-ewk,False,26.0,15.0,Python,gpl-3.0,2019-10-04T13:00:54.000Z,2025-01-14T03:00:49.000Z,,,,0.0,0.0,
optihood,https://github.com/SPF-OST/optihood,SPF-OST,False,5.0,9.0,HTML,gpl-3.0,2021-05-25T08:18:43.000Z,2025-09-02T11:09:22.000Z,0.7618453865336658,23.0,https://optihood.readthedocs.io/,0.0,0.0,
osemosys,https://github.com/OSeMOSYS/OSeMOSYS,OSeMOSYS,False,171.0,106.0,,apache-2.0,2016-10-03T08:53:55.000Z,2025-08-13T20:14:43.000Z,0.5741935483870968,14.0,http://www.osemosys.org,0.0,0.0,
pandapower,https://github.com/e2nIEE/pandapower,e2nIEE,False,1013.0,520.0,Python,other,2017-01-12T13:27:53.000Z,2025-08-23T05:02:10.000Z,0.846798115512127,156.0,https://www.pandapower.org,87234.0,75.0,2025-06-16
paraemt_public,https://github.com/NREL/ParaEMT_public,NREL,False,71.0,27.0,Python,bsd-3-clause,2023-06-08T12:43:21.000Z,2025-06-25T03:53:03.000Z,,,,0.0,0.0,
pomato,https://github.com/richard-weinhold/pomato,richard-weinhold,False,88.0,20.0,Python,other,2020-05-12T14:42:17.000Z,2025-09-10T10:45:14.000Z,0.023809523809523836,4.0,,0.0,0.0,
power_grid_model,https://github.com/PowerGridModel/power-grid-model,PowerGridModel,False,184.0,43.0,C++,mpl-2.0,2022-01-20T12:31:31.000Z,2025-09-11T21:17:07.000Z,0.7106256206554121,32.0,,0.0,0.0,2025-09-15
powerdynamics_jl,https://github.com/JuliaEnergy/PowerDynamics.jl,JuliaEnergy,False,113.0,31.0,Julia,other,2018-10-10T13:31:25.000Z,2025-09-16T13:59:03.000Z,0.7194029850746269,21.0,https://juliaenergy.github.io/PowerDynamics.jl/latest/,10.0,0.0,2025-09-01
powergama,https://bitbucket.org/harald_g_svendsen/powergama,harald_g_svendsen,,,,python,,2013-12-06T10:20:25.400Z,2022-09-21T13:50:33.169Z,,,,0.0,0.0,
powermatcher,https://github.com/flexiblepower/powermatcher,flexiblepower,False,44.0,25.0,JavaScript,apache-2.0,2014-07-31T08:15:22.000Z,2025-04-21T07:02:48.000Z,,,http://www.powermatcher.org,0.0,0.0,
powermodels,https://github.com/lanl-ansi/PowerModels.jl,lanl-ansi,False,430.0,163.0,Julia,other,2016-08-01T20:30:54.000Z,2025-09-08T20:44:21.000Z,0.16258351893095768,30.0,https://lanl-ansi.github.io/PowerModels.jl/stable/,886.0,5.0,2025-08-12
powermodelsannex_jl,https://github.com/lanl-ansi/PowerModelsAnnex.jl,lanl-ansi,False,24.0,20.0,Julia,other,2017-07-27T17:16:19.000Z,2025-07-07T18:48:11.000Z,0.19999999999999996,14.0,,1.0,0.0,2024-01-20
powersimulations_jl,https://github.com/NREL-Sienna/PowerSimulations.jl,NREL-Sienna,False,295.0,75.0,Julia,bsd-3-clause,2017-11-03T21:11:22.000Z,2025-09-10T07:18:21.000Z,0.2733252131546894,36.0,https://nrel-sienna.github.io/Sienna,134.0,0.0,2025-06-09
powersimulationsdynamics_jl,https://github.com/NREL-Sienna/PowerSimulationsDynamics.jl,NREL-Sienna,False,203.0,54.0,Julia,bsd-3-clause,2020-07-16T19:36:16.000Z,2025-09-06T10:17:18.000Z,0.33123312331233123,16.0,https://nrel-sienna.github.io/Sienna,24.0,0.0,2025-07-01
powersystemdatamodel,https://github.com/ie3-institute/PowerSystemDataModel,ie3-institute,False,22.0,6.0,Java,bsd-3-clause,2020-01-23T16:00:59.000Z,2025-09-15T05:48:48.000Z,0.7706333973128598,32.0,,0.0,7.0,2025-07-25
powersystemsinvestments_jl,https://github.com/NREL-Sienna/PowerSystemsInvestments.jl,NREL-Sienna,False,20.0,13.0,Julia,bsd-3-clause,2024-02-29T21:28:33.000Z,2025-08-03T09:11:14.000Z,,,,0.0,0.0,
pownet,https://github.com/Critical-Infrastructure-Systems-Lab/PowNet,Critical-Infrastructure-Systems-Lab,False,88.0,28.0,Python,mit,2019-09-27T03:03:01.000Z,2025-09-16T10:50:20.000Z,0.5161290322580645,8.0,,19.0,0.0,2025-06-03
powsybl,https://github.com/powsybl/powsybl-core,powsybl,False,142.0,48.0,Java,mpl-2.0,2017-09-29T14:51:18.000Z,2025-09-12T10:52:13.000Z,0.7927736450584485,113.0,https://www.powsybl.org,0.0,47.0,2025-07-16
powsybl_open_load_flow,https://github.com/powsybl/powsybl-open-loadflow,powsybl,False,61.0,10.0,Java,mpl-2.0,2019-10-01T13:48:47.000Z,2025-09-12T16:25:39.000Z,0.5525751072961373,39.0,,0.0,20.0,2025-07-10
pras,https://github.com/NREL/PRAS,NREL,False,67.0,25.0,Julia,,2019-05-29T16:39:15.000Z,2025-09-12T05:16:44.000Z,,,https://www.nrel.gov/analysis/pras.html,136.0,0.0,2025-03-01
prep_shot,https://github.com/PREP-NexT/PREP-SHOT,PREP-NexT,False,441.0,23.0,Jupyter Notebook,gpl-3.0,2022-05-29T12:03:21.000Z,2025-09-16T05:56:14.000Z,0.6205128205128205,6.0,https://prep-next.github.io/PREP-SHOT/,0.0,0.0,2024-07-22
psatools_python,https://github.com/yanzhaochang/PSATools-Python,yanzhaochang,False,3.0,2.0,Python,apache-2.0,2021-03-27T13:29:00.000Z,2024-10-08T17:54:21.000Z,,,,0.0,0.0,
psp_ufu,https://github.com/Thales1330/PSP,Thales1330,False,67.0,17.0,C++,gpl-2.0,2016-07-27T18:51:54.000Z,2025-08-09T15:16:30.000Z,0.004357298474945481,2.0,https://thales1330.github.io/PSP/,0.0,0.0,
psst,https://github.com/ames-market/psst,ames-market,False,43.0,27.0,Jupyter Notebook,other,2016-05-09T03:47:40.000Z,2025-08-11T18:13:37.000Z,,,,0.0,0.0,
pycity_scheduling,https://git.rwth-aachen.de/acs/public/simulation/pycity_scheduling,acs,,6.0,2.0,,mit,2018-12-11T11:47:16.437Z,2025-07-14T10:43:36.596Z,,,,0.0,0.0,
pylesa,https://github.com/andrewlyden/PyLESA,andrewlyden,False,18.0,11.0,Python,mit,2020-05-04T10:45:30.000Z,2025-07-03T14:01:48.000Z,,,,0.0,0.0,
pymarket,https://github.com/kiedanski/pymarket,kiedanski,False,28.0,7.0,Python,mit,2019-06-19T09:25:16.000Z,2025-07-03T14:00:08.000Z,,,https://pymarket.readthedocs.io/en/latest/,0.0,0.0,
pymfm,https://github.com/sogno-platform/pymfm,sogno-platform,False,7.0,5.0,Python,apache-2.0,2023-09-26T15:17:38.000Z,2025-08-27T09:04:49.000Z,,,,10.0,0.0,2023-10-20
pymicrogridcontrol,https://github.com/soheilmohseni/pyMicrogridControl,soheilmohseni,False,5.0,0.0,Python,apache-2.0,2023-12-13T03:28:14.000Z,2025-03-19T01:18:12.000Z,,,,0.0,0.0,
pypower,https://github.com/rwl/PYPOWER,rwl,False,374.0,125.0,Python,other,2009-05-22T12:14:47.000Z,2025-08-25T16:24:24.000Z,0.3142857142857143,21.0,http://rwl.github.io/PYPOWER/api/,26486.0,11.0,2025-07-10
pypower_dynamics,https://github.com/susantoj/PYPOWER-Dynamics,susantoj,False,65.0,33.0,Python,bsd-3-clause,2014-11-09T01:23:03.000Z,2025-07-18T13:01:42.000Z,,,,3.0,2.0,2015-03-14
pypownet,https://github.com/MarvinLer/pypownet,MarvinLer,False,117.0,34.0,Python,lgpl-3.0,2018-08-03T11:03:55.000Z,2025-07-29T23:50:14.000Z,0.030303030303030276,5.0,https://pypownet.readthedocs.io/,18.0,1.0,2020-10-26
pypowsybl,https://github.com/powsybl/pypowsybl,powsybl,False,68.0,14.0,Java,mpl-2.0,2020-11-09T10:30:33.000Z,2025-09-05T09:14:43.000Z,0.6951788491446345,30.0,,7629.0,1.0,2025-07-24
pypsa,https://github.com/PyPSA/PyPSA,PyPSA,False,1641.0,547.0,Python,mit,2016-01-11T09:04:18.000Z,2025-09-15T13:47:58.000Z,0.8065257352941176,92.0,https://docs.pypsa.org,18757.0,32.0,2025-08-15
pysam,https://github.com/NREL/pysam,NREL,False,123.0,76.0,C,bsd-3-clause,2019-03-18T20:25:20.000Z,2025-09-03T17:37:02.000Z,0.21695760598503744,20.0,http://nrel-pysam.readthedocs.io,3270.0,3.0,2022-03-04
python_ehub,https://gitlab.com/energyincities/python-ehub,energyincities,False,7.0,1.0,,gpl-3.0+,2017-10-17T20:30:22.215Z,2025-09-09T22:20:15.765Z,,,,150.0,3.0,2022-10-31
python_microgrid,https://github.com/ahalev/python-microgrid,ahalev,False,87.0,10.0,Python,lgpl-3.0,2023-03-28T20:57:51.000Z,2025-09-15T12:41:43.000Z,0.1583476764199656,10.0,https://python-microgrid.readthedocs.io,32.0,1.0,2024-04-06
reeds_2_0,https://github.com/NREL/ReEDS-2.0,NREL,False,156.0,74.0,Python,bsd-3-clause,2019-05-28T15:57:01.000Z,2025-08-26T14:46:48.000Z,0.6538461538461539,16.0,https://nrel.github.io/ReEDS-2.0/,0.0,0.0,2025-08-26
reho,https://github.com/IPESE/REHO,IPESE,False,7.0,11.0,Python,apache-2.0,2023-06-19T13:01:14.000Z,2025-08-06T10:56:16.000Z,0.6118721461187215,8.0,,50.0,0.0,2025-03-24
reise_jl,https://github.com/Breakthrough-Energy/REISE.jl,Breakthrough-Energy,False,32.0,23.0,Julia,mit,2020-01-17T22:41:38.000Z,2025-08-06T18:39:34.000Z,0.47042253521126765,10.0,https://breakthrough-energy.github.io/docs/,0.0,0.0,2021-06-14
remix,https://gitlab.com/dlr-ve/esy/remix/framework,dlr-ve,False,10.0,1.0,,bsd-3-clause,2022-11-21T10:27:58.323Z,2025-07-23T07:41:34.184Z,,,,0.0,0.0,
renpass,https://github.com/fraukewiese/renpass,fraukewiese,False,18.0,10.0,R,gpl-3.0,2017-03-12T19:40:49.000Z,2024-01-18T10:03:23.000Z,,,,0.0,0.0,
reopt,https://github.com/NREL/REopt_API,NREL,False,110.0,61.0,Python,other,2018-12-17T21:24:59.000Z,2025-09-12T15:30:07.000Z,0.7556686719111523,22.0,https://developer.nrel.gov/docs/energy-optimization/reopt,0.0,0.0,2025-07-01
reopt_jl,https://github.com/NREL/REopt.jl,NREL,False,34.0,39.0,Julia,apache-2.0,2022-01-26T15:25:59.000Z,2025-08-27T14:50:58.000Z,0.7162581981360028,15.0,,187.0,0.0,2025-07-01
resolve,https://github.com/e3-/resolve,e3-,False,5.0,4.0,Python,other,2023-06-09T17:51:45.000Z,2025-08-19T00:42:18.000Z,,,https://docs.ethree.com/projects/resolve,0.0,0.0,2025-06-25
revub,https://github.com/VUB-HYDR/REVUB,VUB-HYDR,False,21.0,5.0,Python,mit,2019-09-23T14:38:22.000Z,2025-07-28T14:19:10.000Z,0.0,1.0,,0.0,0.0,
rheia,https://github.com/rheia-framework/RHEIA,rheia-framework,False,21.0,8.0,Python,mit,2021-04-27T14:06:40.000Z,2025-05-14T13:51:58.000Z,0.3647798742138365,7.0,,49.0,1.0,2024-12-19
rivus,https://github.com/tum-ens/rivus,tum-ens,False,17.0,11.0,Python,gpl-3.0,2015-07-08T07:35:03.000Z,2025-03-07T23:28:27.000Z,,,,0.0,0.0,
rodeo,https://github.com/NREL/RODeO,NREL,False,13.0,11.0,Batchfile,bsd-3-clause,2020-07-31T22:47:18.000Z,2025-07-10T15:01:22.000Z,,,,0.0,0.0,
roseau_load_flow,https://github.com/RoseauTechnologies/Roseau_Load_Flow,RoseauTechnologies,False,59.0,1.0,Python,bsd-3-clause,2022-07-25T11:16:07.000Z,2025-09-09T15:09:22.000Z,0.5968468468468469,6.0,https://roseau-load-flow.roseautechnologies.com,2698.0,0.0,2025-09-03
rustpower,https://github.com/chengts95/rustpower,chengts95,False,35.0,10.0,Rust,mpl-2.0,2024-05-13T10:24:10.000Z,2025-07-31T03:36:49.000Z,,,,0.0,0.0,2025-06-28
sam,https://github.com/NREL/SAM,NREL,False,407.0,193.0,C++,bsd-3-clause,2013-01-10T02:52:47.000Z,2025-09-01T12:25:08.000Z,0.7245669848002828,46.0,,0.0,0.0,
sddpdso_jl,https://github.com/psrenergy/SDDPDSO.jl,psrenergy,False,8.0,1.0,Julia,mpl-2.0,2021-09-24T21:08:41.000Z,2024-04-24T04:55:57.000Z,,,,0.0,0.0,
silver,https://gitlab.com/sesit/silver,sesit,False,2.0,4.0,,mit,2022-11-18T23:06:35.622Z,2025-02-20T18:36:20.308Z,,,,0.0,0.0,
simona,https://github.com/ie3-institute/simona,ie3-institute,False,34.0,6.0,Scala,bsd-3-clause,2021-11-19T11:25:24.000Z,2025-09-12T20:58:21.000Z,0.6669505962521295,22.0,,0.0,0.0,
simplus_grid_tool,https://github.com/Future-Power-Networks/Simplus-Grid-Tool,Future-Power-Networks,False,93.0,52.0,MATLAB,bsd-3-clause,2020-09-29T15:49:20.000Z,2025-07-31T06:59:22.000Z,,,,0.0,0.0,
smartgridtoolbox,https://gitlab.com/SmartGridToolbox/SmartGridToolbox,SmartGridToolbox,False,8.0,1.0,,apache-2.0,2019-03-17T05:03:52.402Z,2025-07-31T01:38:47.969Z,,,,0.0,0.0,
sms++,https://gitlab.com/smspp/smspp-project,smspp,False,1.0,2.0,,,2019-10-25T05:52:23.066Z,2023-05-25T05:35:20.294Z,,,,0.0,0.0,
softx_2020_61,https://github.com/ElsevierSoftwareX/SOFTX_2020_61,ElsevierSoftwareX,False,0.0,0.0,MATLAB,gpl-3.0,2022-02-24T16:16:15.000Z,2022-03-16T16:30:39.000Z,,,,0.0,0.0,
spineopt_jl,https://github.com/spine-tools/SpineOpt.jl,spine-tools,False,72.0,20.0,Julia,gpl-3.0,2018-10-08T09:22:26.000Z,2025-09-05T10:16:43.000Z,0.740613266583229,38.0,https://www.tools-for-energy-system-modelling.org/,8.0,0.0,2025-04-09
ssmd,https://git.rwth-aachen.de/acs/public/simulation/ssmd,acs,,0.0,0.0,,gpl-3.0,2018-07-20T08:50:53.914Z,2021-08-24T13:32:51.494Z,,,,0.0,0.0,
starlite,https://github.com/IIT-EnergySystemModels/StarLite,IIT-EnergySystemModels,False,1.0,0.0,GAMS,agpl-3.0,2023-06-15T12:45:05.000Z,2024-07-15T09:09:09.000Z,0.0,1.0,https://pascua.iit.comillas.edu/aramos/openmodels.htm,0.0,0.0,
stelmod,https://github.com/frkunz/stELMOD,frkunz,False,12.0,10.0,GAMS,mit,2016-02-24T07:20:45.000Z,2024-09-03T15:44:39.000Z,,,,0.0,0.0,
steps,https://github.com/changgang/steps,changgang,False,57.0,18.0,C++,mit,2019-08-24T12:09:47.000Z,2025-07-22T08:43:37.000Z,0.07065217391304346,4.0,,98.0,1.0,2024-09-22
supergrid,https://github.com/niclasmattsson/Supergrid,niclasmattsson,False,10.0,6.0,Julia,mit,2019-02-12T14:15:17.000Z,2025-06-28T05:04:20.000Z,0.0,1.0,,0.0,0.0,
sustaingym,https://github.com/chrisyeh96/sustaingym,chrisyeh96,False,54.0,13.0,HTML,cc-by-4.0,2022-04-18T21:06:53.000Z,2025-09-06T00:13:37.000Z,0.05797101449275366,4.0,https://chrisyeh96.github.io/sustaingym/,17.0,0.0,2024-05-31
switch,https://github.com/switch-model/switch,switch-model,False,145.0,89.0,Python,other,2015-04-08T00:59:34.000Z,2025-06-30T15:32:13.000Z,0.40511440107671604,16.0,http://switch-model.org/,57.0,0.0,2022-11-02
temoa,https://github.com/TemoaProject/temoa,TemoaProject,False,90.0,52.0,Python,gpl-2.0,2015-01-10T19:22:06.000Z,2025-07-21T07:49:48.000Z,0.7467608951707891,25.0,http://temoacloud.com,0.0,0.0,2020-06-17
tesp,https://github.com/pnnl/tesp,pnnl,False,45.0,40.0,Python,other,2017-03-28T16:41:17.000Z,2025-07-10T05:33:23.000Z,0.40501792114695345,26.0,,92.0,1.0,2024-12-15
times,https://github.com/etsap-TIMES/TIMES_model,etsap-TIMES,False,125.0,48.0,GAMS,gpl-3.0,2019-12-19T10:34:35.000Z,2025-08-30T18:31:24.000Z,0.273972602739726,4.0,https://iea-etsap.org/,0.0,0.0,2025-08-30
transactive_energy_service_system,https://github.com/slacgismo/TESS,slacgismo,False,13.0,3.0,Python,gpl-3.0,2019-07-16T13:50:17.000Z,2024-05-27T16:42:07.000Z,0.7341772151898734,15.0,,0.0,0.0,
transient_lib,https://github.com/TransiEnt-official/transient-lib,TransiEnt-official,False,14.0,13.0,Modelica,bsd-3-clause,2022-04-21T08:07:12.000Z,2025-06-19T02:04:15.000Z,,,,0.0,0.0,
tulipa_energy_model,https://github.com/TulipaEnergy/TulipaEnergyModel.jl,TulipaEnergy,False,50.0,33.0,Julia,apache-2.0,2023-08-09T11:43:24.000Z,2025-09-16T20:07:39.000Z,0.6906474820143884,15.0,,10.0,0.0,2025-08-11
urbs,https://github.com/tum-ens/urbs,tum-ens,False,194.0,136.0,Python,gpl-3.0,2014-07-19T13:40:41.000Z,2025-08-04T01:48:55.000Z,0.6681887366818874,25.0,,0.0,0.0,2018-03-07
villasframework,https://github.com/VILLASframework/node,VILLASframework,False,15.0,13.0,C++,apache-2.0,2022-12-02T09:11:02.000Z,2025-09-09T12:52:42.000Z,0.22899615834307663,37.0,https://fein-aachen.org/projects/villas-node/,81.0,3.0,2025-08-21
wpgnn_and_playgen,https://github.com/NREL/WPGNN,NREL,False,20.0,10.0,Python,apache-2.0,2021-12-22T16:35:31.000Z,2025-05-16T09:10:48.000Z,,,,0.0,0.0,
zen_garden,https://github.com/ZEN-universe/ZEN-garden,ZEN-universe,False,8.0,29.0,Python,mit,2021-07-28T16:56:20.000Z,2025-09-12T14:45:41.000Z,,,,1694.0,0.0,2025-09-17
