num_downloads,month,project
174,2026-03-01,heron-ravenframework
540,2026-03-01,nemopt
438,2026-03-01,roseau-load-flow
541,2026-03-01,minpower
205,2026-03-01,onsset
499,2026-03-01,mescal
5331,2026-03-01,veragridengine
828,2026-03-01,tz-osemosys
119112,2026-03-01,pandapower
180,2026-03-01,rheia-meca2675
125,2026-03-01,temoa
1265,2026-03-01,nrel-erad
244,2026-03-01,pypower-dynamics
17218,2026-03-01,pypower
3393,2026-03-01,grid2op
574,2026-03-01,stepspy
1783,2026-03-01,chronix2grid
27293,2026-03-01,pypsa
423,2026-03-01,dynawo
102,2026-03-01,python-microgrid
667,2026-03-01,powergama
1440,2026-03-01,h2integrate
1685,2026-03-01,hopp
1322,2026-03-01,multi-vector-simulator
470,2026-03-01,aristopy
353,2026-03-01,deflex
5922,2026-03-01,pypowsybl
1010,2026-03-01,reho
3113,2026-03-01,zen-garden
285,2026-03-01,gridfm-graphkit
580,2026-03-01,dpsim
1203,2026-03-01,nempy
213,2026-03-01,dieterpy
124656,2026-03-01,power-grid-model
325,2026-02-01,edisgo
880,2026-02-01,gridx-egret
117,2026-02-01,digripy
2631,2026-02-01,tesp-support
1581,2026-02-01,message-ix
391,2026-02-01,pyehub
243,2026-02-01,pycity-scheduling
316,2026-02-01,rheia-meca2675
179,2026-02-01,friendlysam
107,2026-02-01,pypownet
12312,2026-02-01,pypowsybl
216,2026-02-01,ego
1454,2026-02-01,nrel-erad
661,2026-02-01,dpsim
426,2026-02-01,omegalpes
1830,2026-02-01,gridpath
968,2026-02-01,calliope
883,2026-02-01,hybridbosse
1482,2026-02-01,assume-framework
278,2026-02-01,dieterpy
97,2026-02-01,pownet
1644,2026-02-01,multi-vector-simulator
1451,2026-02-01,iesopt
224,2026-02-01,gridfm-graphkit
979,2026-02-01,powergama
229,2026-02-01,microgrids
1180,2026-02-01,grimsel
378,2026-02-01,dispatches
100010,2026-02-01,pandapower
1342,2026-02-01,matpower
176,2026-02-01,psst
1437,2026-02-01,muse-os
278,2026-02-01,opensduc
176,2026-02-01,nrel-emerge
1854,2026-02-01,mosaik
21871,2026-02-01,pypsa
651,2026-02-01,h2integrate
281,2026-02-01,villas-node
1045,2026-02-01,nempy
1465,2026-02-01,amirispy
442,2026-02-01,switch-model
158,2026-02-01,pymfm
133120,2026-02-01,power-grid-model
364,2026-02-01,deflex
197,2026-02-01,temoa
432,2026-02-01,nemopt
3991,2026-02-01,grid2op
899,2026-02-01,fine
4737,2026-02-01,andes
98,2026-02-01,python-microgrid
2090,2026-02-01,opender
6617,2026-02-01,zen-garden
4420,2026-02-01,flixopt
104,2026-02-01,pymarket
1606,2026-02-01,esa
1445,2026-02-01,chronix2grid
349,2026-02-01,pypower-dynamics
1301,2026-02-01,pybalmorel
140,2026-02-01,heron-ravenframework
8286,2026-02-01,pypower
321,2026-02-01,mescal
317,2026-02-01,osier
886,2026-02-01,tz-osemosys
823,2026-02-01,roseau-load-flow
330,2026-02-01,onsset
1939,2026-02-01,hopp
4351,2026-02-01,opentepes
844,2026-02-01,reho
442,2026-02-01,minpower
430,2026-02-01,energysim
1756,2026-02-01,stepspy
1094,2026-02-01,pyetm
160,2026-02-01,emflow
56101,2026-02-01,nrel-pysam
442,2026-02-01,sustaingym
608,2026-02-01,energyscope
262,2026-02-01,fluxopt
4551,2026-02-01,veragridengine
479,2026-02-01,aristopy
1565,2026-01-01,gridx-egret
4088,2026-01-01,grid2op
558,2026-01-01,pybalmorel
998,2026-01-01,tz-osemosys
389,2026-01-01,omegalpes
894,2026-01-01,roseau-load-flow
194,2026-01-01,nrel-emerge
473,2026-01-01,energyscope
7298,2026-01-01,zen-garden
3288,2026-01-01,esa
356,2026-01-01,pyehub
10572,2026-01-01,pypowsybl
3110,2026-01-01,opentepes
218,2026-01-01,rheia-meca2675
1124,2026-01-01,powergama
1109,2026-01-01,hopp
459,2026-01-01,aristopy
288,2026-01-01,mescal
7789,2026-01-01,pypower
17801,2026-01-01,pypsa
1176,2026-01-01,nrel-erad
340,2026-01-01,gridfm-graphkit
1893,2026-01-01,tesp-support
224,2026-01-01,onsset
570,2026-01-01,dispatches
404,2026-01-01,osier
55,2026-01-01,python-microgrid
969,2026-01-01,iesopt
90,2026-01-01,pymarket
137945,2026-01-01,power-grid-model
929,2026-01-01,reho
2028,2026-01-01,gridpath
732,2026-01-01,minpower
383,2026-01-01,deflex
772,2026-01-01,opender
189,2026-01-01,emflow
786,2026-01-01,opensduc
121,2026-01-01,digripy
3510,2026-01-01,veragridengine
208,2026-01-01,microgrids
54,2026-01-01,pypownet
711,2026-01-01,stepspy
172,2026-01-01,psst
1786,2026-01-01,multi-vector-simulator
268,2026-01-01,villas-node
310,2026-01-01,dieterpy
1358,2026-01-01,calliope
632,2026-01-01,temoa
821,2026-01-01,pyetm
69699,2026-01-01,nrel-pysam
1281,2026-01-01,message-ix
7147,2026-01-01,flixopt
1350,2026-01-01,hybridbosse
126,2026-01-01,pymfm
299,2026-01-01,pypower-dynamics
1797,2026-01-01,muse-os
73,2026-01-01,pownet
555,2026-01-01,switch-model
2572,2026-01-01,assume-framework
227,2026-01-01,pycity-scheduling
1399,2026-01-01,amirispy
1363,2026-01-01,grimsel
202,2026-01-01,sustaingym
1768,2026-01-01,mosaik
839,2026-01-01,energysim
244,2026-01-01,friendlysam
942,2026-01-01,dpsim
70514,2026-01-01,pandapower
728,2026-01-01,matpower
1090,2026-01-01,fine
4533,2026-01-01,andes
510,2026-01-01,edisgo
189,2026-01-01,heron-ravenframework
1060,2026-01-01,nempy
511,2026-01-01,nemopt
367,2026-01-01,h2integrate
1222,2026-01-01,chronix2grid
254,2026-01-01,ego
1410,2025-12-01,dpsim
1837,2025-12-01,message-ix
175,2025-12-01,nrel-emerge
221,2025-12-01,onsset
220,2025-12-01,sustaingym
2000,2025-12-01,multi-vector-simulator
178,2025-12-01,pymfm
633,2025-12-01,villas-node
824,2025-12-01,energysim
459,2025-12-01,switch-model
217,2025-12-01,microgrids
55,2025-12-01,pypownet
249,2025-12-01,emflow
251,2025-12-01,heron-ravenframework
1008,2025-12-01,stepspy
554,2025-12-01,pyehub
1139,2025-12-01,chronix2grid
1224,2025-12-01,assume-framework
7835,2025-12-01,zen-garden
1640,2025-12-01,gridpath
2843,2025-12-01,opentepes
574,2025-12-01,energyscope
1912,2025-12-01,tesp-support
2220,2025-12-01,mosaik
1022,2025-12-01,reho
141,2025-12-01,digripy
1246,2025-12-01,gridx-egret
278,2025-12-01,ego
680,2025-12-01,minpower
359,2025-12-01,mescal
164,2025-12-01,opensduc
4128,2025-12-01,flixopt
1765,2025-12-01,hybridbosse
3709,2025-12-01,veragridengine
262,2025-12-01,pycity-scheduling
499,2025-12-01,edisgo
1616,2025-12-01,matpower
136556,2025-12-01,power-grid-model
1025,2025-12-01,fine
747,2025-12-01,pyetm
384,2025-12-01,osier
101780,2025-12-01,nrel-pysam
1369,2025-12-01,iesopt
906,2025-12-01,h2integrate
500,2025-12-01,roseau-load-flow
29361,2025-12-01,pypower
352,2025-12-01,deflex
294,2025-12-01,friendlysam
450,2025-12-01,dispatches
634,2025-12-01,nemopt
562,2025-12-01,pybalmorel
97,2025-12-01,python-microgrid
1178,2025-12-01,grimsel
1030,2025-12-01,amirispy
1925,2025-12-01,esa
855,2025-12-01,tz-osemosys
1060,2025-12-01,opender
4738,2025-12-01,grid2op
980,2025-12-01,powergama
3178,2025-12-01,andes
352,2025-12-01,pypower-dynamics
293,2025-12-01,rheia-meca2675
1199,2025-12-01,hopp
335,2025-12-01,gridfm-graphkit
1324,2025-12-01,nempy
1178,2025-12-01,muse-os
1451,2025-12-01,calliope
107730,2025-12-01,pandapower
193,2025-12-01,psst
49949,2025-12-01,pypsa
5787,2025-12-01,pypowsybl
101,2025-12-01,pymarket
270,2025-12-01,dieterpy
568,2025-12-01,omegalpes
778,2025-12-01,nrel-erad
309,2025-12-01,aristopy
166,2025-12-01,pownet
576,2025-11-01,roseau-load-flow
163,2025-11-01,h2integrate
1517,2025-11-01,opender
255,2025-11-01,psst
423,2025-11-01,aristopy
3499,2025-11-01,edisgo
496,2025-11-01,nemopt
699,2025-11-01,energysim
108,2025-11-01,digripy
