username,classification,company,location,repos
JiashuoGu,unknown,,,gh:future-power-networks/simplus-grid-tool
JiaxinWang-thu,academic,tsinghua university,CHN,"gh:curent/andes,gh:e2niee/pandapower,gh:future-power-networks/simplus-grid-tool,gh:matpower/matpower,gh:rwl/pypower"
Jiayikung,academic,new york university,USA,gh:genxproject/genx.jl
JiayongO-O,professional,ustc,CHN,gh:marvinler/pypownet
JieFeng-cse,academic,ucsd,USA,"gh:curent/andes,gh:e2niee/pandapower"
JieLiu17,unknown,,,gh:prep-next/prep-shot
Jigyasa-Singhai,unknown,,,gh:sogno-platform/dpsim
Jihoon,research,international institute for applied systems analysis,,gh:iiasa/message_ix
Jimachin,academic,pontificia universidad catolica de chile,USA,gh:natlabrockies/sam
JimiC,research,"ntua, smartrue lab, athens",GRC,gh:e2niee/pandapower
Jimmy-INL,research,,,"gh:balmorelcommunity/balmorel,gh:calliope-project/calliope,gh:genxproject/genx.jl,gh:grid2op/grid2op,gh:idaholab/heron,gh:idaholab/hybrid,gh:iiasa/message_ix,gh:natlabrockies/pras,gh:osemosys/osemosys,gh:pypsa/pypsa,gh:sogno-platform/dpsim,gh:youngfaithful/capacityexpansion.jl"
JimmyChen277,unknown,,,gh:calliope-project/calliope
Jin-Jun-Mei,unknown,,,"gh:energysystemsmodellinglab/muse_os,gh:osemosys/osemosys"
JingX0120,unknown,,,"gh:lanl-ansi/powermodels.jl,gh:pypsa/pypsa"
JinghaoW,academic,ntnu: norwegian university of science and technology,USA,gh:pypsa/pypsa
JinghaoZ,academic,"institute of automation, chinese academy of sciences",,gh:prep-next/prep-shot
Jingkai-Xie,academic,national university of singapore,SGP,"gh:prep-next/prep-shot,gh:pypsa/pypsa"
JinguiDW,academic,harbin engineering university,CHN,gh:matpower/matpower
JinningZhang,unknown,,,"gh:calliope-project/calliope,gh:energy-modelling-toolkit/dispa-set,gh:genxproject/genx.jl,gh:microgridspy/microgridspy,gh:natlabrockies/h2integrate,gh:natlabrockies/reeds-2.0,gh:natlabrockies/sam,gh:pielube/messpy"
Jinshun-Su,unknown,,,gh:lanl-ansi/powermodels.jl
JintaoWang1,academic,,,gh:prep-next/prep-shot
Jinyoung6177,unknown,,,gh:tum-ens/urbs
JinyuGuan,unknown,,,gh:rwl/pypower
Jithendar19,utility,electric power research institute,USA,gh:epri-dev/opender
JitpanuM,unknown,,,gh:villasframework/node
JiuBanA1,unknown,,CHN,"gh:irena-flextool/flextool,gh:spine-tools/spineopt.jl"
JiuShaBa-77,unknown,,,"gh:matpower/matpower,gh:rwl/pypower"
Jiuhaoqiu,unknown,,,"gh:balmorelcommunity/balmorel,gh:behrangshirizadeh/eoles_elecres,gh:curent/andes,gh:energy-modelling-toolkit/dispa-set,gh:frkunz/stelmod,gh:osemosys/osemosys,gh:pypsa/pypsa,gh:temoaproject/temoa"
JiweiTian,unknown,,,"gh:curent/andes,gh:grid2op/grid2op,gh:marvinler/pypownet"
Jjing-Liang,unknown,,CHN,gh:pypsa/pypsa
Jmac2100,unknown,,,gh:sanpen/veragrid
JoC-C,unknown,,,gh:genxproject/genx.jl
JoKoo619,unknown,,CHN,"gh:calliope-project/calliope,gh:oemof/oemof-solph,gh:pypsa/pypsa,gh:temoaproject/temoa,gh:tum-ens/urbs"
JoPapp,unknown,,,gh:osemosys/osemosys
JoachimS-source,unknown,,,gh:akkudoktor-eos/eos
JoachimSchaeffer,unknown,,,gh:e2niee/pandapower
JoacoPagani,academic,,,gh:pypsa/pypsa
JoanaLisboa2019,professional,none of your business,USA,gh:emlab/emlab-generation
JoaoLuizSalomao,unknown,,,gh:mesmo-dev/mesmo
Joboreh97,unknown,,,gh:e2niee/pandapower
JochenC,academic,delft university of technology,NLD,"gh:grid2op/grid2op,gh:juliaenergy/powerdynamics.jl"
JoeCoo7,industry,microtale,DEU,gh:akkudoktor-eos/eos
Joel-max-s,unknown,,,gh:akkudoktor-eos/eos
JoelFrancisco,industry,betha sistemas ltda.,BRA,gh:natlabrockies/sam
JoelLinn,unknown,,DEU,gh:akkudoktor-eos/eos
JoeyFaulkner,academic,playerunknown productions,GBR,gh:oemof/oemof-thermal
Joezhaonn,unknown,,,"gh:e2niee/pandapower,gh:juliaenergy/powerdynamics.jl"
JohanElmis,industry,keepit,SWE,gh:akkudoktor-eos/eos
JohannesBehrens,unknown,,,gh:fzj-iek3-vsa/fine
JohannesMerz,professional,bojagi eye-square,DEU,gh:akkudoktor-eos/eos
JohannesWeinbrecht,unknown,,,"gh:curent/andes,gh:oemof/oemof-solph,gh:pypsa/pypsa"
Johannf78,unknown,,,gh:akkudoktor-eos/eos
Johannwan,academic,,,gh:matpower/matpower
John-520,academic,Shi Jia Zhuang Tie Dao Da Xue ,CHN,gh:ahalev/python-microgrid
JohnBeck,utility,sues,CHN,gh:matpower/matpower
JohnOlushola,professional,transition zero,GBR,gh:transition-zero/tz-osemosys
JohnSebastianHussey,unknown,,,gh:pencleanenergy/match-model
JohnVonNeumann,academic,zerotwentyfifty,,gh:rebase-energy/enflow
Johnrtheisen,unknown,,,gh:rwl/pypower
JohnsonWoo,unknown,,,"gh:e2niee/pandapower,gh:grid2op/grid2op,gh:pypsa/pypsa"
Jojo-Wong,unknown,,,gh:grid2op/grid2op
JokerBlueHeart,unknown,,,gh:e2niee/pandapower
JonBau,unknown,,,gh:sogno-platform/dpsim
JonViktor,unknown,,,gh:natlabrockies/pysam
JonaGL,unknown,,,gh:flixopt/flixopt
Jonas-fzj,unknown,,,gh:fzj-iek3-vsa/fine
JonasBreuling,academic,university of stuttgart,DEU,gh:curent/andes
JonasGroeger,professional,codecentric ( codecentric),DEU,gh:akkudoktor-eos/eos
JonasJeckstadt,unknown,,,gh:openego/edisgo
JonasPfeiffer123,academic,hochschule zittau/gorlitz,DEU,gh:flixopt/flixopt
JonasSejr,unknown,,,gh:epgoxford/open
JonasToth,unknown,,DEU,"gh:adgefficiency/energy-py,gh:gh:adgefficiency/energy-py-linear"
JonasVil,academic,,BRA,gh:epri-dev/opender
JonasVoorzanger,unknown,,,"gh:quintel/etengine,gh:quintel/etmodel"
Jonasvdbo,professional,alliander-opensource,NLD,"gh:e2niee/pandapower,gh:powergridmodel/power-grid-model"
JonatanOlsen,unknown,,,gh:richard-weinhold/pomato
Jonathan-Cerv,unknown,,,gh:matpower/matpower
Jonathan-Crossley,unknown,,,gh:natlabrockies/reeds-2.0
Jonathan56,unknown,,FRA,gh:tum-ens/urbs
JonikaRathi,unknown,,,gh:genxproject/genx.jl
JonnyHsia-lab,academic,,,"gh:dss-extensions/dss_capi,gh:e2niee/pandapower,gh:powergridmodel/power-grid-model,gh:pypsa/pypsa,gh:sanpen/veragrid,gh:switch-model/switch"
Jonnyb36,unknown,,GBR,"gh:gh:adgefficiency/energy-py-linear,gh:e2niee/pandapower,gh:oemof/oemof-solph,gh:pypsa/pypsa,gh:sanpen/veragrid"
Jontyhan,unknown,,,gh:prep-next/prep-shot
JooshLee,academic,tsinghua university,CHN,gh:prep-next/prep-shot
Jordan-Haidee,professional,njupt,,gh:e2niee/pandapower
JordanMalan,unknown,,,gh:natlabrockies/sam
JordiBejarUPC,unknown,,,gh:sanpen/veragrid
JorgeLOrtiz,unknown,,,gh:natlabrockies/reopt.jl
JorgeS23,unknown,,,"gh:sienna-platform/powersimulations.jl,gh:sienna-platform/powersimulationsdynamics.jl"
JorgeStone,unknown,,,gh:pypsa/pypsa
JosEspinoza97,unknown,,,gh:dss-extensions/dss_capi
JoseDevApps,unknown,,,gh:oemof/oemof-solph
JoseEnrique04,academic,universidad politecnica de gimialcon,ESP,gh:pypsa/pypsa
JoseLuisRaMen,academic,university of reading,,"gh:calliope-project/calliope,gh:pypsa/pypsa"
Josef-Hlink,unknown,,NLD,gh:adgefficiency/energy-py
JosepFanals,professional,eroots analytics,,"gh:curent/andes,gh:dynawo/dynawo,gh:natlabrockies/paraemt_public,gh:nrel-sienna/powersimulationsdynamics.jl,gh:pypsa/pypsa,gh:sanpen/veragrid,gh:sogno-platform/dpsim,gh:susantoj/pypower-dynamics"
JosepRoselloMartinez,unknown,,,gh:energyscope/energyscope
JosephLoustau,unknown,,,gh:ipese/reho
JosephTgp,unknown,,,gh:akkudoktor-eos/eos
Josephz96,unknown,,,gl:dlr-ve/esy/amiris/amiris
JoshEichman,unknown,,,gh:natlabrockies/rodeo
JoshuaC3,unknown,,,"gh:calliope-project/calliope,gh:e2niee/pandapower,gh:oemof/oemof-solph,gh:openego/ego,gh:tum-ens/urbs"
JoshuaKeegan3,academic,,NZL,gh:natlabrockies/sam
JosifFP,academic,ney york independent system operator (nyiso),USA,"gh:lanl-ansi/powermodels.jl,gh:lanl-ansi/powermodelsannex.jl,gh:matpower/matpower,gh:natlabrockies/pras,gh:openipsl/openipsl"
JotaFan,unknown,,PRT,gh:e2niee/pandapower
Jovansam,unknown,,,gh:juliaenergy/joulia.jl
Jozefwl,academic,,SVK,gh:powsybl/powsybl-open-loadflow
Jtw109,unknown,,,gh:matpower/matpower
JuFil,industry,,DEU,gh:e2niee/pandapower
Juanchokek,unknown,,,"gh:dynawo/dynawo,gh:pypsa/pypsa"
Judy-yun,unknown,,,gh:rheia-framework/rheia
JulBre09,unknown,,,gh:e2niee/pandapower
JulStraus,professional,sintef energi,,gh:energymodelsx/energymodelsbase.jl
JuliaBriden,academic,nasa johnson space center (jets ii - amentum),USA,gh:lanl-ansi/powermodels.jl
JuliaDocsForks,unknown,,,gh:juliaenergy/powerdynamics.jl
JuliaGawlick,unknown,,,gh:tum-ens/urbs
JuliaRegistrator,unknown,,,"gh:energymodelsx/energymodelsbase.jl,gh:lanl-ansi/powermodels.jl,gh:lanl-ansi/powermodelsannex.jl,gh:natlabrockies/reopt.jl,gh:nrel-sienna/powersimulations.jl,gh:spine-tools/spineopt.jl,gh:tulipaenergy/tulipaenergymodel.jl,gh:youngfaithful/capacityexpansion.jl"
JuliaRosenthal,professional,weg,BRA,gh:thales1330/psp
JuliaTagBot,unknown,,,"gh:ait-energy/iesopt.jl,gh:anl-ceeesa/unitcommitment.jl,gh:electa-git/flexplan.jl,gh:energymodelsx/energymodelsbase.jl,gh:genxproject/genx.jl,gh:juliaenergy/joulia.jl,gh:juliaenergy/powerdynamics.jl,gh:lanl-ansi/powermodels.jl,gh:lanl-ansi/powermodelsannex.jl,gh:leonardgoeke/anymod.jl,gh:macroenergy/macroenergy.jl,gh:nrel-sienna/powersimulations.jl,gh:nrel-sienna/powersimulationsdynamics.jl,gh:spine-tools/spineopt.jl,gh:tulipaenergy/tulipaenergymodel.jl,gh:upb-lea/electricgrid.jl,gh:youngfaithful/capacityexpansion.jl"
JulianBarinton,academic,reiner lemoine institute,,"gh:oemof/oemof-solph,gh:rl-institut/multi-vector-simulator,gh:tum-ens/urbs"
JulianGeis,academic,technische universitat berlin,DEU,"gh:emma-model/emma,gh:pypsa/pypsa"
JulianHunt4,unknown,,,gh:iiasa/message_ix
JulianLeRoux,unknown,,,gh:pypsa/pypsa
JulieDelpy1,unknown,,,gh:ahalev/python-microgrid
JulieSliwak,unknown,,,gh:lanl-ansi/powermodels.jl
JulienZe,unknown,,,gh:grid2op/grid2op
Juliette-Gerbaux,unknown,,,gh:antaressimulatorteam/antares_simulator
Julius-Groth,unknown,,,gh:oemof/oemof-solph
JuliusFrontzek,unknown,,,"gh:dynawo/dynawo,gh:openipsl/openipsl"
JuliusSan,unknown,,,gh:tum-ens/urbs
Julz707,unknown,,,gh:akkudoktor-eos/eos
JumBO-EGAT,unknown,,,gh:pypsa/pypsa
JunejaAmmy,unknown,,,gh:curent/andes
JungheeHyun,unknown,,,gh:iiasa/message_ix
Junjia-Yang,unknown,,,"gh:e2niee/pandapower,gh:epri-dev/opender"
JunjieYU-UoM,academic,,,gh:iiasa/message_ix
JunkangSong,unknown,,,"gh:akkudoktor-eos/eos,gh:mesmo-dev/mesmo,gh:tum-ens/urbs"
Junwenlaw,unknown,,,gh:macroenergy/macroenergy.jl
JunyanHuang,academic,university of virginia,USA,gh:rwl/pypower
JunyungDavidKim,unknown,,,gh:idaholab/hybrid
JunyungKim,research,idaho national laboratory,USA,gh:idaholab/hybrid
JureLokar,unknown,,,gh:dynawo/dynawo
JustinHaenel,professional,hypver,,gh:grid-parity-exchange/egret
JustinRWong,academic,university of california berkeley,USA,gh:pypsa/pypsa
JustinStarreveld,academic,,NLD,gh:calliope-project/calliope
JustinUssuri,industry,,IRL,gh:sanpen/veragrid
JustinasJas,unknown,,,gh:spine-tools/spineopt.jl
Justinliu123,unknown,,,gh:powsybl/powsybl-core
JustusvLiebig,unknown,,,gh:gmlc-dispatches/dispatches
Jxx1018933131,unknown,,,"gh:energy-modelling-toolkit/dispa-set,gh:grid2op/grid2op"
Jzzzy-D,unknown,,,gh:prep-next/prep-shot
K3ding,unknown,,,gh:e2niee/pandapower
K486D2,unknown,,,"gh:arras-energy/gridlabd,gh:gridoptics/gridpack,gh:powergridmodel/power-grid-model,gh:sogno-platform/dpsim,gh:thales1330/psp"
K80960,unknown,,,"gh:changgang/steps,gh:sogno-platform/dpsim"
KDmike123,unknown,,,gh:flexiblepower/powermatcher
KGrdn,unknown,,,"gh:powergridmodel/power-grid-model,gh:pypsa/pypsa"
KInGATiLLa,industry,,MNG,gh:akkudoktor-eos/eos
KKuramae2,industry,"panasonic corporation, electric works company",,gh:akkudoktor-eos/eos
KLM24,unknown,,,gh:energy-modelling-toolkit/dispa-set
KMGuan-528,unknown,,,gh:pypsa/pypsa
KOIKAZE903,unknown,,,"gh:calliope-project/calliope,gh:fzj-iek3-vsa/fine,gh:oemof/oemof-solph,gh:oemof/oemof-thermal,gh:pielube/messpy,gh:spf-ost/optihood,gh:tum-ewk/ficus"
KOSHIMP,unknown,,,gh:energysystemsmodellinglab/muse_os
KQEFEM,academic,,ESP,gh:pielube/messpy
KS-HTK,academic,fraunhofer iee,DEU,gh:e2niee/pandapower
KSStripes,academic,nvidia,FRA,gh:pnnl/exago
KSchoenleber,unknown,,,"gh:tum-ens/rivus,gh:tum-ens/urbs"
KSepetanc,unknown,,HRV,gh:lanl-ansi/powermodels.jl
KTH-dES-WS,academic,,SWE,gh:osemosys/osemosys
KTH-dESA,academic,,SWE,"gh:osemosys/osemosys,gh:transition-zero/tz-osemosys"
KVanderHelmEnergy,unknown,,,gh:natlabrockies/reeds-2.0
KWagnerCPR,unknown,,,gh:natlabrockies/sam
KZou-coder,unknown,,,gh:macroenergy/macroenergy.jl
KaaNee,unknown,,CHN,gh:akkudoktor-eos/eos
Kaaveh,industry,oddrun,,gh:matpower/matpower
Kacjer,unknown,,,gh:ahalev/python-microgrid
KadaverJoe,unknown,,,gh:akkudoktor-eos/eos
Kadrushirrushi,academic,,DEU,gh:transient-official/transient-lib
KaeiD1,academic,tu freiberg,,gh:akkudoktor-eos/eos
KaffeDiem,industry,,DNK,gh:assume-framework/assume
KafukaTree,professional,Hua Zhong Ke Ji Da Xue ,,gh:matpower/matpower
Kai-gege,unknown,,CHN,"gh:calliope-project/calliope,gh:e2niee/pandapower,gh:marvinler/pypownet,gh:pypsa/pypsa,gh:richard-weinhold/pomato,gh:rl-institut/multi-vector-simulator"
KaiHawaiiii,industry,,,gh:akkudoktor-eos/eos
Kaia010,unknown,,,gh:iiasa/message_ix
KaichongWang,unknown,,,gh:mzy2240/esa
Kaisan-Li,unknown,,,"gh:etsap-times/times_model,gh:genxproject/genx.jl,gh:hope-model-project/hope"
KaiyiXIE23,unknown,,,gh:gridoptics/gridpack
KajunGambo,unknown,,,"gh:dynawo/dynawo,gh:natlabrockies/pysam,gh:natlabrockies/sam,gh:pypsa/pypsa,gh:sanpen/veragrid"
Kalandoros,industry,,CHE,"gh:e2niee/pandapower,gh:manuvarkey/gelectrical,gh:pypsa/pypsa,gh:sanpen/veragrid"
Kalli04,unknown,,,gh:e2niee/pandapower
Kaminarikitten,unknown,,,gh:curent/andes
Kampe,industry,,USA,gh:nreca-bts/omf
Kang-S,academic,hohai university,CHN,"gh:matpower/matpower,gh:mbheinen/bpa-ipf-tsp,gh:susantoj/pypower-dynamics"
KapilDuwadi,research,pacific northwest national laboratory,,"gh:natlabrockies/emerge,gh:nlr-distribution-suite/erad"
Karelix,unknown,,,gh:e2niee/pandapower
KarimHFahmy,unknown,,,gh:tum-ewk/opentumflex
Karinamatoreynaud,unknown,,,gh:gridoptics/gridpack
KarmaCobra,unknown,,AUT,gh:akkudoktor-eos/eos
Karuneshm9,unknown,,,gh:pnnl/tesp
Kasra-Aliyon,unknown,,,gh:gmlc-dispatches/dispatches
KathiEsterl,academic,europa-universitat flensburg,DEU,gh:openego/ego
Kathy5731,unknown,,,gh:prep-next/prep-shot
Katolus,academic,,AUS,gh:pypsa/pypsa
Kaufi206,unknown,,,gh:akkudoktor-eos/eos
Kaveri3012,unknown,,,gh:emlab/emlab-generation
Kaviyarsan2004,unknown,,,gh:genxproject/genx.jl
KayyagariBMcD,professional,burns and mcdonnell,,"gh:curent/andes,gh:manuvarkey/gelectrical,gh:powergridmodel/power-grid-model,gh:pypsa/pypsa,gh:sanpen/veragrid"
KeVteL,unknown,,,gh:villasframework/node
KeYing02,unknown,,,gh:prep-next/prep-shot
Kecheng-Chen,unknown,,,gh:calliope-project/calliope
Kecib,unknown,,,gh:e2niee/pandapower
Kee-Don,unknown,,,gh:sienna-platform/powersimulations.jl
Kei-K23,industry,"obs co.,ltd",MMR,gh:akkudoktor-eos/eos
Keir-Steegstra,unknown,,,gh:matpower/most
KeirSimmons,academic,amazon,JPN,gh:adgefficiency/energy-py
Kelsey-Z,academic,shanghai jiao tong university,CHN,gh:genxproject/genx.jl
KelvinZhang99,unknown,,,gh:prep-next/prep-shot
Kelvinlz,academic,chongqing university,CHN,gh:marvinler/pypownet
KemanGstl,unknown,,CHE,gh:pypsa/pypsa
KemeiDK,unknown,,,gh:osemosys/osemosys
KemperJan,unknown,,,gh:e2niee/pandapower
KenanaoSithole,unknown,,,gh:richard-weinhold/pomato
KendalADAR,unknown,,,gh:nreca-bts/omf
KennethAnn,academic,tsinghua university,CHN,gh:switch-model/switch
KenoAIStaging,unknown,,,gh:sienna-platform/powersimulations.jl
Kent001,unknown,,DEU,gh:e2niee/pandapower
KentuckyOEP,unknown,,USA,gh:temoaproject/temoa
KernelPanic91,unknown,,,gh:akkudoktor-eos/eos
KerstinWunder,unknown,,,gh:fzj-iek3-vsa/fine
KeunJuSong,academic,"sogang university, nicelab",KOR,"gh:grid2op/grid2op,gh:gridfm/gridfm-graphkit,gh:lanl-ansi/powermodels.jl"
Keuya,unknown,,,gl:dlr-ve/esy/amiris/amiris
Kevan2077,academic,australian national university,AUS,"gh:bje-/nemo,gh:calliope-project/calliope,gh:natlabrockies/h2integrate,gh:osemosys/osemosys,gh:pypsa/pypsa,gh:rheia-framework/rheia,gh:tulipaenergy/tulipaenergymodel.jl"
Kevin2104lib,unknown,,,gh:pypsa/pypsa
KevinBean,academic,,AUS,gh:osemosys/osemosys
KevinCDCVerleysen,unknown,,,gh:rheia-framework/rheia
KevinHongJY,unknown,,,gh:prep-next/prep-shot
KevinRamsunder,professional,dataminr,USA,"gh:oemof/oemof-solph,gh:powsybl/powsybl-core,gh:pypsa/pypsa"
KevinWang676,academic,,,gh:adgefficiency/energy-py
KevinXo,unknown,,,"gh:grid-parity-exchange/egret,gh:pypsa/pypsa,gh:switch-model/switch"
KhaldonAhmed,unknown,,,"gh:pypsa/pypsa,gh:upb-lea/electricgrid.jl"
KhaledAleikish,unknown,,,"gh:curent/andes,gh:juliaenergy/powerdynamics.jl,gh:lanl-ansi/powermodels.jl,gh:thales1330/psp"
KhaledGad,academic,politecnico di milano,ITA,gh:powsybl/pypowsybl
Khanyisa-Ngejane,industry,netzero ai,,"gh:gridoptics/gridpack,gh:natlabrockies/emerge,gh:natlabrockies/h2integrate,gh:natlabrockies/hopp,gh:natlabrockies/hybridbosse,gh:natlabrockies/mafrit,gh:natlabrockies/paraemt_public,gh:natlabrockies/pras,gh:natlabrockies/reeds-2.0,gh:natlabrockies/rodeo,gh:natlabrockies/sam,gh:natlabrockies/wpgnn,gh:nrel-sienna/powersimulations.jl,gh:nrel-sienna/powersimulationsdynamics.jl,gh:pypsa/pypsa,gh:rheia-framework/rheia"
Khayoon,unknown,,CAN,gh:lanl-ansi/powermodels.jl
Khodabakhshi,unknown,,,gh:matpower/matpower
Kianaafz,unknown,,,gh:emlab/emlab-generation
KiaraGrouwstra,unknown,,NLD,"gh:powergridmodel/power-grid-model,gh:powsybl/powsybl-open-loadflow,gh:pypsa/pypsa"
Kikk79,unknown,,,gh:akkudoktor-eos/eos
Killthesesamepaste,unknown,,,gh:grid2op/grid2op
KimJiHun128,unknown,,,gh:pypsa/pypsa
Kimang18,unknown,,,gh:matpower/matpower
Kimchangheon,industry,fau,DEU,"gh:e2niee/pandapower,gh:grid2op/grid2op"
Kimichenren,unknown,,,gh:e2niee/pandapower
Kindavid0415,unknown,,,gh:matpower/matpower
Kindknees,unknown,,,gh:grid2op/grid2op
King3R,unknown,,DEU,gh:akkudoktor-eos/eos
King9299,unknown,,,gh:grid2op/grid2op
KingKaluba,unknown,,,gh:natlabrockies/sam
KingNoosh,professional,studio-elephant-and-rope,GBR,gh:idaholab/heron
KingRedstrong,unknown,,CHN,gh:matpower/matpower
Kingomane,unknown,,,gh:matpower/matpower
Kingsoman,academic,,GBR,gh:akkudoktor-eos/eos
Kiplesund,unknown,,,gh:spine-tools/spineopt.jl
KiraWLR,unknown,,,gh:pypsa/pypsa
KirchhoffVCR,unknown,,,"gh:dynawo/dynawo,gh:natlabrockies/mafrit"
KirinZZF,academic,lancaster university,GBR,gh:andrewlyden/pylesa
Kiris-tingna,industry,tencent,CHN,gh:ahalev/python-microgrid
Kirktj,unknown,,,gh:nreca-bts/omf
Kivet2020,unknown,,,gh:natlabrockies/sam
Kkevin100,unknown,,,gh:curent/andes
Kladar,industry,blackbird bell,,"gh:blue-marble/gridpath,gh:pypsa/pypsa"
Kladdkaka,industry,swisslog logistics automation,SWE,gh:genxproject/genx.jl
Klebiano,unknown,,,gh:pypsa/pypsa
Kleebaue,unknown,,,gh:irena-flextool/flextool
KleinSpeedy,academic,,,gh:akkudoktor-eos/eos
KmBase,unknown,,,"gh:energy-modelling-toolkit/dispa-set,gh:powergama/powergama"
Knurris,unknown,,,gh:e2niee/pandapower
Kobe-YANG1999,unknown,,,gh:prep-next/prep-shot
Koco1994,unknown,,,"gh:future-power-networks/simplus-grid-tool,gh:upb-lea/electricgrid.jl"
KoenvanB,unknown,,,"gh:quintel/etengine,gh:quintel/etmodel,gh:quintel/pyetm"
Kolbi,unknown,,,gh:akkudoktor-eos/eos
KoljaWindeler,industry,sennheiser electronic gmbh & co. kg,DEU,gh:akkudoktor-eos/eos
KommissarNuschel,unknown,,,gh:akkudoktor-eos/eos
KonicaMulani,unknown,,,gh:gmlc-dispatches/dispatches
KonnySue,unknown,,,gh:oemof/oemof-solph
KonoeSubaru,unknown,,,gh:tum-ens/hamlet
Konsebast,unknown,,,gh:oemof/oemof-solph
KonstantinDjairo,industry,,,gh:sanpen/veragrid
KooroshTechie,academic,,,"gh:oemof/oemof-solph,gh:oemof/oemof-thermal"
KosovareLatifaj,unknown,,,gh:energy-modelling-toolkit/dispa-set
KotZer,unknown,,,"gh:adamgreenhall/minpower,gh:calliope-project/calliope,gh:tum-ens/urbs"
Koulio,unknown,,,gh:derrickoswald/cimapplication
Kouvercle,academic,tsinghua university,CHN,gh:pypsa/pypsa
KrausStefan,unknown,,,gh:fzj-iek3-vsa/fine
Krestomansy,unknown,,,gh:e2niee/pandapower
KriNiTi,unknown,,,"gl:dlr-ve/esy/amiris/amiris,gl:dlr-ve/esy/remix/framework,gl:fame-framework/fame-core"
Kris10Brown,unknown,,,gh:natlabrockies/reeds-2.0
KrisAden,academic,,DNK,gh:pypsa/pypsa
KrisPoncelet,unknown,,,"gh:emlab/emlab-generation,gh:spine-tools/spineopt.jl"
KrishNLP,unknown,,,gh:adgefficiency/energy-py
KristijanFaust-OET,professional,open energy transition,,"gh:calliope-project/calliope,gh:pypsa/pypsa"
KristofPhillips95,unknown,,,gh:spine-tools/spineopt.jl
KristofferC,professional,juliacomputing,SWE,"gh:juliaenergy/powerdynamics.jl,gh:lanl-ansi/powermodels.jl"
Krokkodilli,unknown,,,gh:openipsl/openipsl
Krulle86,unknown,,DEU,gh:akkudoktor-eos/eos
KryptoBilko,unknown,,DEU,gh:akkudoktor-eos/eos
Kuangrq,unknown,,,gh:pnnl/exago
Kubuqi-Wu,unknown,,,"gh:calliope-project/calliope,gh:microgridspy/microgridspy,gh:temoaproject/temoa,gh:tum-ens/urbs"
Kugelfang666,unknown,,,gh:akkudoktor-eos/eos
Kumist2021,unknown,,,gh:akkudoktor-eos/eos
Kumskaka,unknown,,,gh:akkudoktor-eos/eos
KunLee,unknown,,,"gh:lanl-ansi/powermodels.jl,gh:matpower/matpower"
KunZizinho,unknown,,,gh:pypsa/pypsa
Kundjanasith,unknown,,THA,gh:matpower/matpower
Kurmake,unknown,,,gh:pypsa/pypsa
Kuzu0,unknown,,,"gh:blue-marble/gridpath,gh:e2niee/pandapower,gh:lanl-ansi/powermodelsannex.jl,gh:natlabrockies/pras"
Kyona776,unknown,,,gh:akkudoktor-eos/eos
KyraDiF,unknown,,,gh:sienna-platform/powersimulations.jl
Kyungmin519,unknown,,,gh:natlabrockies/sam
L-Piao,academic,delft university of technology,NLD,gh:pypsa/pypsa
L-l633,unknown,,,gh:opencemorg/opencem
L0rz,unknown,,,gh:akkudoktor-eos/eos
L593,unknown,,CHN,gh:e2niee/pandapower
LBY927,unknown,,,gh:pypsa/pypsa
LCW0729,unknown,,,gh:oemof/oemof-solph
LDNAHEN,unknown,,,gh:akkudoktor-eos/eos
LEAVE0908,unknown,,,gh:prep-next/prep-shot
LEEBreo,unknown,,,"gh:bje-/nemo,gh:grid2op/grid2op,gh:nlr-distribution-suite/erad,gh:pypsa/pypsa,gh:richard-weinhold/pomato"
LEO-XYL,unknown,,,gh:prep-next/prep-shot
LETUSFLYLPF,unknown,,TWN,"gh:ahalev/python-microgrid,gh:grid2op/grid2op,gh:microgrids-x/microgrids.py,gh:microgridspy/microgridspy"
LF2L,industry,,FRA,gh:epgoxford/open
LFPower,academic,university of houston,,gh:breakthrough-energy/reise.jl
